month,model,generation,token_type,channel,workload,segment,tokens,allocated_inference_cost_cents,net_revenue_cents,cost_per_mtok,inference_gross_margin,receipt_id
2025-04-01,synthetic-g3,3,cache_write,direct,api,startup_api,457382,49,112,1.0713145685663188,0.5625,mr-1673c6225a055ecb5323ee5746cd0e43
2025-04-01,synthetic-g3,3,cache_write,direct,claude_code,enterprise,392005394,41866,85896,1.0679955082454808,0.5125966284809538,mr-1673c6225a055ecb5323ee5746cd0e43
2025-04-01,synthetic-g3,3,cache_write,direct,claude_code,mid_market_api,212521,23,50,1.082245989808066,0.54,mr-1673c6225a055ecb5323ee5746cd0e43
2025-04-01,synthetic-g3,3,input,aws_marketplace,claude_code,marketplace,5704989,487,1066,0.853638806314964,0.5431519699812383,mr-1673c6225a055ecb5323ee5746cd0e43
2025-04-01,synthetic-g3,3,input,direct,api,enterprise,841541009,71901,114713,0.8543968651681002,0.37320966237479625,mr-1673c6225a055ecb5323ee5746cd0e43
2025-04-01,synthetic-g3,3,input,direct,api,startup_api,4570747,391,895,0.8554400407635776,0.5631284916201118,mr-1673c6225a055ecb5323ee5746cd0e43
2025-04-01,synthetic-g3,3,input,direct,claude_code,enterprise,3919920017,334918,687141,0.8544000860923688,0.512592029874509,mr-1673c6225a055ecb5323ee5746cd0e43
2025-04-01,synthetic-g3,3,input,direct,claude_code,mid_market_api,2121919,181,399,0.8530014576428224,0.5463659147869675,mr-1673c6225a055ecb5323ee5746cd0e43
2025-04-01,synthetic-g3,3,output,aws_marketplace,claude_code,marketplace,2856848,976,2136,3.416352567584975,0.5430711610486891,mr-1673c6225a055ecb5323ee5746cd0e43
2025-04-01,synthetic-g3,3,output,direct,api,enterprise,420818314,143819,229453,3.417603160683734,0.3732093282720208,mr-1673c6225a055ecb5323ee5746cd0e43
2025-04-01,synthetic-g3,3,output,direct,api,startup_api,2283819,781,1790,3.419710581267605,0.5636871508379888,mr-1673c6225a055ecb5323ee5746cd0e43
2025-04-01,synthetic-g3,3,output,direct,claude_code,enterprise,1959940180,669829,1374269,3.417599204481843,0.5125925128195425,mr-1673c6225a055ecb5323ee5746cd0e43
2025-04-01,synthetic-g3,3,output,direct,claude_code,mid_market_api,1059796,362,798,3.415751710706589,0.5463659147869675,mr-1673c6225a055ecb5323ee5746cd0e43
2025-05-01,synthetic-g3,3,cache_read,aws_marketplace,api,marketplace,13062142,167,238,0.12785039390936034,0.2983193277310925,mr-1673c6225a055ecb5323ee5746cd0e43
2025-05-01,synthetic-g3,3,cache_read,aws_marketplace,claude_code,marketplace,4672552,60,88,0.12840948586553985,0.31818181818181823,mr-1673c6225a055ecb5323ee5746cd0e43
2025-05-01,synthetic-g3,3,cache_read,azure_marketplace,api,marketplace,764355,10,13,0.1308292612725762,0.23076923076923073,mr-1673c6225a055ecb5323ee5746cd0e43
2025-05-01,synthetic-g3,3,cache_read,direct,agent_platform,startup_api,980504,13,18,0.13258487471749222,0.2777777777777778,mr-1673c6225a055ecb5323ee5746cd0e43
2025-05-01,synthetic-g3,3,cache_read,direct,api,enterprise,2366737664,30333,30251,0.12816376086538672,-0.002710654193249784,mr-1673c6225a055ecb5323ee5746cd0e43
2025-05-01,synthetic-g3,3,cache_read,direct,api,mid_market_api,55653023,713,1052,0.12811523284188894,0.3222433460076045,mr-1673c6225a055ecb5323ee5746cd0e43
2025-05-01,synthetic-g3,3,cache_read,direct,api,startup_api,567316,7,11,0.1233880236058916,0.36363636363636365,mr-1673c6225a055ecb5323ee5746cd0e43
2025-05-01,synthetic-g3,3,cache_read,direct,claude_code,enterprise,2328953855,29848,40825,0.12816054700233637,0.2688793631353338,mr-1673c6225a055ecb5323ee5746cd0e43
2025-05-01,synthetic-g3,3,cache_read,direct,claude_code,mid_market_api,769669,10,14,0.1299259811685283,0.2857142857142857,mr-1673c6225a055ecb5323ee5746cd0e43
2025-05-01,synthetic-g3,3,cache_write,aws_marketplace,api,marketplace,3268720,349,743,1.0676962235982281,0.5302826379542396,mr-1673c6225a055ecb5323ee5746cd0e43
2025-05-01,synthetic-g3,3,cache_write,aws_marketplace,claude_code,marketplace,1167555,125,273,1.070613375815272,0.5421245421245422,mr-1673c6225a055ecb5323ee5746cd0e43
2025-05-01,synthetic-g3,3,cache_write,azure_marketplace,api,marketplace,191684,20,43,1.0433839026731495,0.5348837209302326,mr-1673c6225a055ecb5323ee5746cd0e43
2025-05-01,synthetic-g3,3,cache_write,direct,agent_platform,startup_api,244322,26,55,1.0641694157709907,0.5272727272727273,mr-1673c6225a055ecb5323ee5746cd0e43
2025-05-01,synthetic-g3,3,cache_write,direct,api,enterprise,591662102,63190,94530,1.0680082396083568,0.3315349624457844,mr-1673c6225a055ecb5323ee5746cd0e43
2025-05-01,synthetic-g3,3,cache_write,direct,api,mid_market_api,13925606,1487,3290,1.0678170845850443,0.5480243161094225,mr-1673c6225a055ecb5323ee5746cd0e43
2025-05-01,synthetic-g3,3,cache_write,direct,api,startup_api,142341,15,35,1.0538074061584506,0.5714285714285714,mr-1673c6225a055ecb5323ee5746cd0e43
2025-05-01,synthetic-g3,3,cache_write,direct,claude_code,enterprise,582230730,62182,127577,1.0679958441904982,0.5125923951809496,mr-1673c6225a055ecb5323ee5746cd0e43
2025-05-01,synthetic-g3,3,cache_write,direct,claude_code,mid_market_api,193380,21,45,1.085944771951598,0.5333333333333333,mr-1673c6225a055ecb5323ee5746cd0e43
2025-05-01,synthetic-g3,3,input,aws_marketplace,api,marketplace,32658227,2790,5943,0.8543023477667664,0.530540131246845,mr-1673c6225a055ecb5323ee5746cd0e43
2025-05-01,synthetic-g3,3,input,aws_marketplace,claude_code,marketplace,11682514,998,2183,0.8542681823449987,0.5428309665597801,mr-1673c6225a055ecb5323ee5746cd0e43
2025-05-01,synthetic-g3,3,input,azure_marketplace,api,marketplace,1909601,163,340,0.8535814549741019,0.5205882352941176,mr-1673c6225a055ecb5323ee5746cd0e43
2025-05-01,synthetic-g3,3,input,direct,agent_platform,startup_api,2454240,210,446,0.8556620379424995,0.5291479820627802,mr-1673c6225a055ecb5323ee5746cd0e43
2025-05-01,synthetic-g3,3,input,direct,api,enterprise,5916842140,505535,756269,0.8544000127743817,0.33154076128996424,mr-1673c6225a055ecb5323ee5746cd0e43
2025-05-01,synthetic-g3,3,input,direct,api,mid_market_api,139094240,11884,26290,0.8543847681974466,0.5479650057055915,mr-1673c6225a055ecb5323ee5746cd0e43
2025-05-01,synthetic-g3,3,input,direct,api,startup_api,1420599,121,278,0.8517533800882585,0.564748201438849,mr-1673c6225a055ecb5323ee5746cd0e43
2025-05-01,synthetic-g3,3,input,direct,claude_code,enterprise,5822452761,497470,1020645,0.8543993750059383,0.5125925272744196,mr-1673c6225a055ecb5323ee5746cd0e43
2025-05-01,synthetic-g3,3,input,direct,claude_code,mid_market_api,1925396,164,363,0.8517728301087153,0.5482093663911846,mr-1673c6225a055ecb5323ee5746cd0e43
2025-05-01,synthetic-g3,3,output,aws_marketplace,api,marketplace,16332856,5582,11889,3.417650899512002,0.5304903692488856,mr-1673c6225a055ecb5323ee5746cd0e43
2025-05-01,synthetic-g3,3,output,aws_marketplace,claude_code,marketplace,5837061,1995,4362,3.4178159179765295,0.5426409903713894,mr-1673c6225a055ecb5323ee5746cd0e43
2025-05-01,synthetic-g3,3,output,azure_marketplace,api,marketplace,953885,326,681,3.417602750855711,0.5212922173274597,mr-1673c6225a055ecb5323ee5746cd0e43
2025-05-01,synthetic-g3,3,output,direct,agent_platform,startup_api,1223856,418,890,3.4154344955615694,0.5303370786516854,mr-1673c6225a055ecb5323ee5746cd0e43
2025-05-01,synthetic-g3,3,output,direct,api,enterprise,2958391668,1011060,1512524,3.417600214793466,0.33154118546218114,mr-1673c6225a055ecb5323ee5746cd0e43
2025-05-01,synthetic-g3,3,output,direct,api,mid_market_api,69542695,23767,52574,3.4176127341628044,0.5479324380872674,mr-1673c6225a055ecb5323ee5746cd0e43
2025-05-01,synthetic-g3,3,output,direct,api,startup_api,709602,243,557,3.424454835245673,0.5637342908438061,mr-1673c6225a055ecb5323ee5746cd0e43
2025-05-01,synthetic-g3,3,output,direct,claude_code,enterprise,2911188087,994928,2041264,3.4176012345024414,0.5125921977754959,mr-1673c6225a055ecb5323ee5746cd0e43
2025-05-01,synthetic-g3,3,output,direct,claude_code,mid_market_api,963062,329,726,3.416187119832368,0.5468319559228649,mr-1673c6225a055ecb5323ee5746cd0e43
2025-06-01,synthetic-g3,3,cache_read,aws_marketplace,api,marketplace,10622209,136,193,0.12803363217575553,0.2953367875647669,mr-1673c6225a055ecb5323ee5746cd0e43
2025-06-01,synthetic-g3,3,cache_read,aws_marketplace,claude_code,marketplace,3630275,47,68,0.12946677593295275,0.3088235294117647,mr-1673c6225a055ecb5323ee5746cd0e43
2025-06-01,synthetic-g3,3,cache_read,azure_marketplace,api,marketplace,334226,4,6,0.11967949830354312,0.33333333333333337,mr-1673c6225a055ecb5323ee5746cd0e43
2025-06-01,synthetic-g3,3,cache_read,direct,agent_platform,startup_api,1126828,14,20,0.12424256408253966,0.30000000000000004,mr-1673c6225a055ecb5323ee5746cd0e43
2025-06-01,synthetic-g3,3,cache_read,direct,api,enterprise,1914915064,24542,24678,0.12816234234815127,0.005510981440959517,mr-1673c6225a055ecb5323ee5746cd0e43
2025-06-01,synthetic-g3,3,cache_read,direct,api,mid_market_api,70867980,908,1338,0.1281255653117247,0.32137518684603883,mr-1673c6225a055ecb5323ee5746cd0e43
2025-06-01,synthetic-g3,3,cache_read,direct,api,startup_api,608996,8,12,0.13136375279968998,0.33333333333333337,mr-1673c6225a055ecb5323ee5746cd0e43
2025-06-01,synthetic-g3,3,cache_read,direct,claude_code,enterprise,2320009526,29733,40669,0.12815895653352588,0.2689026039489537,mr-1673c6225a055ecb5323ee5746cd0e43
2025-06-01,synthetic-g3,3,cache_read,direct,claude_code,mid_market_api,1688709,22,32,0.1302770341130414,0.3125,mr-1673c6225a055ecb5323ee5746cd0e43
2025-06-01,synthetic-g3,3,cache_read,direct,claude_code,startup_api,5956529,76,119,0.12759108534517333,0.3613445378151261,mr-1673c6225a055ecb5323ee5746cd0e43
2025-06-01,synthetic-g3,3,cache_write,aws_marketplace,api,marketplace,2657889,284,605,1.068517157789509,0.5305785123966942,mr-1673c6225a055ecb5323ee5746cd0e43
2025-06-01,synthetic-g3,3,cache_write,aws_marketplace,claude_code,marketplace,907526,97,212,1.0688399010055911,0.5424528301886793,mr-1673c6225a055ecb5323ee5746cd0e43
2025-06-01,synthetic-g3,3,cache_write,azure_marketplace,api,marketplace,83345,9,19,1.079848821165037,0.5263157894736843,mr-1673c6225a055ecb5323ee5746cd0e43
2025-06-01,synthetic-g3,3,cache_write,direct,agent_platform,startup_api,281554,30,64,1.0655149633818024,0.53125,mr-1673c6225a055ecb5323ee5746cd0e43
2025-06-01,synthetic-g3,3,cache_write,direct,api,enterprise,478683564,51123,77111,1.0679915469167853,0.3370206585312082,mr-1673c6225a055ecb5323ee5746cd0e43
2025-06-01,synthetic-g3,3,cache_write,direct,api,mid_market_api,17715846,1893,4179,1.0685349150133727,0.5470208183776023,mr-1673c6225a055ecb5323ee5746cd0e43
2025-06-01,synthetic-g3,3,cache_write,direct,api,startup_api,151659,16,37,1.0549983845337236,0.5675675675675675,mr-1673c6225a055ecb5323ee5746cd0e43
2025-06-01,synthetic-g3,3,cache_write,direct,claude_code,enterprise,580016638,61946,127092,1.0680038457793344,0.5125893053850754,mr-1673c6225a055ecb5323ee5746cd0e43
2025-06-01,synthetic-g3,3,cache_write,direct,claude_code,mid_market_api,421361,45,99,1.0679678470480183,0.5454545454545454,mr-1673c6225a055ecb5323ee5746cd0e43
2025-06-01,synthetic-g3,3,cache_write,direct,claude_code,startup_api,1488783,159,370,1.0679864023165229,0.5702702702702702,mr-1673c6225a055ecb5323ee5746cd0e43
2025-06-01,synthetic-g3,3,input,aws_marketplace,api,marketplace,26578524,2271,4836,0.854449253841184,0.5303970223325062,mr-1673c6225a055ecb5323ee5746cd0e43
2025-06-01,synthetic-g3,3,input,aws_marketplace,claude_code,marketplace,9080890,776,1697,0.8545417905073182,0.5427224513847967,mr-1673c6225a055ecb5323ee5746cd0e43
2025-06-01,synthetic-g3,3,input,azure_marketplace,api,marketplace,834050,71,149,0.8512679095977459,0.5234899328859061,mr-1673c6225a055ecb5323ee5746cd0e43
2025-06-01,synthetic-g3,3,input,direct,agent_platform,startup_api,2813398,240,511,0.8530609604471177,0.5303326810176126,mr-1673c6225a055ecb5323ee5746cd0e43
2025-06-01,synthetic-g3,3,input,direct,api,enterprise,4787282513,409025,616950,0.8543991270397792,0.337020828268093,mr-1673c6225a055ecb5323ee5746cd0e43
2025-06-01,synthetic-g3,3,input,direct,api,mid_market_api,177174065,15138,33436,0.8544139911222334,0.547254456274674,mr-1673c6225a055ecb5323ee5746cd0e43
2025-06-01,synthetic-g3,3,input,direct,api,startup_api,1521254,130,298,0.8545581474231128,0.563758389261745,mr-1673c6225a055ecb5323ee5746cd0e43
2025-06-01,synthetic-g3,3,input,direct,claude_code,enterprise,5800178349,495567,1016740,0.8543995894289008,0.512592206463796,mr-1673c6225a055ecb5323ee5746cd0e43
2025-06-01,synthetic-g3,3,input,direct,claude_code,mid_market_api,4217305,360,794,0.8536257159489294,0.5465994962216625,mr-1673c6225a055ecb5323ee5746cd0e43
2025-06-01,synthetic-g3,3,input,direct,claude_code,startup_api,14883348,1272,2962,0.8546464142342166,0.5705604321404456,mr-1673c6225a055ecb5323ee5746cd0e43
2025-06-01,synthetic-g3,3,output,aws_marketplace,api,marketplace,13280877,4539,9667,3.417695984986534,0.5304644667425261,mr-1673c6225a055ecb5323ee5746cd0e43
2025-06-01,synthetic-g3,3,output,aws_marketplace,claude_code,marketplace,4537440,1551,3392,3.418227017877922,0.5427476415094339,mr-1673c6225a055ecb5323ee5746cd0e43
2025-06-01,synthetic-g3,3,output,azure_marketplace,api,marketplace,416728,142,297,3.4074984162331305,0.5218855218855218,mr-1673c6225a055ecb5323ee5746cd0e43
2025-06-01,synthetic-g3,3,output,direct,agent_platform,startup_api,1408618,481,1024,3.4146944025988595,0.5302734375,mr-1673c6225a055ecb5323ee5746cd0e43
2025-06-01,synthetic-g3,3,output,direct,api,enterprise,2393569429,818026,1233862,3.4175987965461267,0.3370198612162463,mr-1673c6225a055ecb5323ee5746cd0e43
2025-06-01,synthetic-g3,3,output,direct,api,mid_market_api,88595035,30279,66879,3.4176858782210537,0.5472569864980039,mr-1673c6225a055ecb5323ee5746cd0e43
2025-06-01,synthetic-g3,3,output,direct,api,startup_api,759484,260,595,3.4233769243328367,0.5630252100840336,mr-1673c6225a055ecb5323ee5746cd0e43
2025-06-01,synthetic-g3,3,output,direct,claude_code,enterprise,2900041703,991118,2033447,3.4175991296081025,0.5125921649297965,mr-1673c6225a055ecb5323ee5746cd0e43
2025-06-01,synthetic-g3,3,output,direct,claude_code,mid_market_api,2107650,720,1587,3.4161269660522384,0.5463137996219282,mr-1673c6225a055ecb5323ee5746cd0e43
2025-06-01,synthetic-g3,3,output,direct,claude_code,startup_api,7440698,2543,5923,3.417690114556457,0.5706567617761269,mr-1673c6225a055ecb5323ee5746cd0e43
2025-07-01,synthetic-g3,3,cache_read,aws_marketplace,api,marketplace,22956551,294,417,0.12806801857996875,0.29496402877697847,mr-1673c6225a055ecb5323ee5746cd0e43
2025-07-01,synthetic-g3,3,cache_read,aws_marketplace,claude_code,marketplace,2984181,38,56,0.12733812057646637,0.3214285714285714,mr-1673c6225a055ecb5323ee5746cd0e43
2025-07-01,synthetic-g3,3,cache_read,azure_marketplace,api,marketplace,580055,7,11,0.12067821154890485,0.36363636363636365,mr-1673c6225a055ecb5323ee5746cd0e43
2025-07-01,synthetic-g3,3,cache_read,direct,agent_platform,startup_api,679018,9,12,0.13254435081249688,0.25,mr-1673c6225a055ecb5323ee5746cd0e43
2025-07-01,synthetic-g3,3,cache_read,direct,api,enterprise,1562480924,20024,20313,0.12815516460026874,0.014227342096194584,mr-1673c6225a055ecb5323ee5746cd0e43
2025-07-01,synthetic-g3,3,cache_read,direct,api,mid_market_api,49791537,638,931,0.12813422489850032,0.3147153598281418,mr-1673c6225a055ecb5323ee5746cd0e43
2025-07-01,synthetic-g3,3,cache_read,direct,api,startup_api,10501694,135,210,0.12855068906026018,0.3571428571428571,mr-1673c6225a055ecb5323ee5746cd0e43
2025-07-01,synthetic-g3,3,cache_read,direct,claude_code,enterprise,1114020697,14277,19528,0.1281574035244338,0.2688959442851291,mr-1673c6225a055ecb5323ee5746cd0e43
2025-07-01,synthetic-g3,3,cache_read,direct,claude_code,mid_market_api,856674,11,16,0.12840357008617048,0.3125,mr-1673c6225a055ecb5323ee5746cd0e43
2025-07-01,synthetic-g3,3,cache_read,direct,claude_code,startup_api,40878289,524,769,0.1281854042374425,0.3185955786736021,mr-1673c6225a055ecb5323ee5746cd0e43
2025-07-01,synthetic-g3,3,cache_write,aws_marketplace,api,marketplace,5740781,613,1306,1.0677989632421094,0.5306278713629402,mr-1673c6225a055ecb5323ee5746cd0e43
2025-07-01,synthetic-g3,3,cache_write,aws_marketplace,claude_code,marketplace,746510,80,174,1.0716534272816172,0.5402298850574713,mr-1673c6225a055ecb5323ee5746cd0e43
2025-07-01,synthetic-g3,3,cache_write,azure_marketplace,api,marketplace,145051,16,32,1.1030603029279358,0.5,mr-1673c6225a055ecb5323ee5746cd0e43
2025-07-01,synthetic-g3,3,cache_write,direct,agent_platform,startup_api,169861,18,39,1.0596899818086554,0.5384615384615384,mr-1673c6225a055ecb5323ee5746cd0e43
2025-07-01,synthetic-g3,3,cache_write,direct,api,enterprise,390661251,41723,63482,1.0680096859670374,0.34275857723449166,mr-1673c6225a055ecb5323ee5746cd0e43
2025-07-01,synthetic-g3,3,cache_write,direct,api,mid_market_api,12449200,1329,2912,1.0675384763679594,0.5436126373626373,mr-1673c6225a055ecb5323ee5746cd0e43
2025-07-01,synthetic-g3,3,cache_write,direct,api,startup_api,2624193,280,655,1.0669946913203412,0.5725190839694656,mr-1673c6225a055ecb5323ee5746cd0e43
2025-07-01,synthetic-g3,3,cache_write,direct,claude_code,enterprise,278494548,29743,61023,1.0679921820228955,0.5125936122445636,mr-1673c6225a055ecb5323ee5746cd0e43
2025-07-01,synthetic-g3,3,cache_write,direct,claude_code,mid_market_api,213950,23,50,1.075017527459687,0.54,mr-1673c6225a055ecb5323ee5746cd0e43
2025-07-01,synthetic-g3,3,cache_write,direct,claude_code,startup_api,10222250,1091,2405,1.067279708479053,0.5463617463617463,mr-1673c6225a055ecb5323ee5746cd0e43
2025-07-01,synthetic-g3,3,input,aws_marketplace,api,marketplace,57417102,4906,10448,0.854449254509571,0.5304364471669218,mr-1673c6225a055ecb5323ee5746cd0e43
2025-07-01,synthetic-g3,3,input,aws_marketplace,claude_code,marketplace,7459343,637,1394,0.8539626076988281,0.543041606886657,mr-1673c6225a055ecb5323ee5746cd0e43
2025-07-01,synthetic-g3,3,input,azure_marketplace,api,marketplace,1450757,124,259,0.8547261877764505,0.5212355212355213,mr-1673c6225a055ecb5323ee5746cd0e43
2025-07-01,synthetic-g3,3,input,direct,agent_platform,startup_api,1699908,145,309,0.8529873381382993,0.5307443365695793,mr-1673c6225a055ecb5323ee5746cd0e43
2025-07-01,synthetic-g3,3,input,direct,api,enterprise,3906289982,333754,507812,0.8544014948657747,0.34276070671823433,mr-1673c6225a055ecb5323ee5746cd0e43
2025-07-01,synthetic-g3,3,input,direct,api,mid_market_api,124450813,10634,23284,0.8544741286663993,0.5432915306648343,mr-1673c6225a055ecb5323ee5746cd0e43
2025-07-01,synthetic-g3,3,input,direct,api,startup_api,26270297,2245,5243,0.8545773197767806,0.5718100324241846,mr-1673c6225a055ecb5323ee5746cd0e43
2025-07-01,synthetic-g3,3,input,direct,claude_code,enterprise,2785221714,237969,488235,0.8543987676235674,0.5125933208393498,mr-1673c6225a055ecb5323ee5746cd0e43
2025-07-01,synthetic-g3,3,input,direct,claude_code,mid_market_api,2138922,183,402,0.8555711708982375,0.5447761194029851,mr-1673c6225a055ecb5323ee5746cd0e43
2025-07-01,synthetic-g3,3,input,direct,claude_code,startup_api,102204171,8733,19233,0.8544661058891618,0.5459366713461238,mr-1673c6225a055ecb5323ee5746cd0e43
2025-07-01,synthetic-g3,3,output,aws_marketplace,api,marketplace,28704986,9810,20895,3.4175247463977163,0.5305096913137114,mr-1673c6225a055ecb5323ee5746cd0e43
2025-07-01,synthetic-g3,3,output,aws_marketplace,claude_code,marketplace,3726108,1273,2786,3.4164334474470412,0.5430725053840632,mr-1673c6225a055ecb5323ee5746cd0e43
2025-07-01,synthetic-g3,3,output,azure_marketplace,api,marketplace,724609,248,518,3.4225354639536634,0.5212355212355213,mr-1673c6225a055ecb5323ee5746cd0e43
2025-07-01,synthetic-g3,3,output,direct,agent_platform,startup_api,849119,290,618,3.4153045686175907,0.5307443365695793,mr-1673c6225a055ecb5323ee5746cd0e43
2025-07-01,synthetic-g3,3,output,direct,api,enterprise,1953120998,667498,1015614,3.417596762737789,0.34276408162943794,mr-1673c6225a055ecb5323ee5746cd0e43
2025-07-01,synthetic-g3,3,output,direct,api,mid_market_api,62232858,21269,46573,3.417647956968327,0.5433190904601378,mr-1673c6225a055ecb5323ee5746cd0e43
2025-07-01,synthetic-g3,3,output,direct,api,startup_api,13136420,4489,10487,3.417217171801754,0.5719462191284448,mr-1673c6225a055ecb5323ee5746cd0e43
2025-07-01,synthetic-g3,3,output,direct,claude_code,enterprise,1392605085,475937,976465,3.4176020547849717,0.5125918491702212,mr-1673c6225a055ecb5323ee5746cd0e43
2025-07-01,synthetic-g3,3,output,direct,claude_code,mid_market_api,1069927,366,805,3.420794128945246,0.5453416149068323,mr-1673c6225a055ecb5323ee5746cd0e43
2025-07-01,synthetic-g3,3,output,direct,claude_code,startup_api,51097929,17464,38464,3.417751040360168,0.545965058236273,mr-1673c6225a055ecb5323ee5746cd0e43
2025-08-01,synthetic-g3,3,cache_read,aws_marketplace,api,marketplace,9381074,120,171,0.12791712334856328,0.29824561403508776,mr-1673c6225a055ecb5323ee5746cd0e43
2025-08-01,synthetic-g3,3,cache_read,aws_marketplace,claude_code,marketplace,1795405,23,34,0.12810480086665682,0.32352941176470584,mr-1673c6225a055ecb5323ee5746cd0e43
2025-08-01,synthetic-g3,3,cache_read,azure_marketplace,api,marketplace,842971,11,15,0.13049084725334562,0.2666666666666667,mr-1673c6225a055ecb5323ee5746cd0e43
2025-08-01,synthetic-g3,3,cache_read,direct,agent_platform,startup_api,385868,5,7,0.12957799040086246,0.2857142857142857,mr-1673c6225a055ecb5323ee5746cd0e43
2025-08-01,synthetic-g3,3,cache_read,direct,api,enterprise,1675471969,21473,21756,0.12816090270263422,0.013007905865048741,mr-1673c6225a055ecb5323ee5746cd0e43
2025-08-01,synthetic-g3,3,cache_read,direct,api,mid_market_api,40513504,519,754,0.12810543368453145,0.31167108753315653,mr-1673c6225a055ecb5323ee5746cd0e43
2025-08-01,synthetic-g3,3,cache_read,direct,api,startup_api,9785916,126,196,0.12875647001261814,0.3571428571428571,mr-1673c6225a055ecb5323ee5746cd0e43
2025-08-01,synthetic-g3,3,cache_read,direct,claude_code,enterprise,1201850344,15403,21068,0.1281607154908798,0.2688912094171255,mr-1673c6225a055ecb5323ee5746cd0e43
2025-08-01,synthetic-g3,3,cache_read,direct,claude_code,mid_market_api,1701148,22,32,0.12932443267722737,0.3125,mr-1673c6225a055ecb5323ee5746cd0e43
2025-08-01,synthetic-g3,3,cache_read,direct,claude_code,startup_api,30790891,394,577,0.12795992165345263,0.317157712305026,mr-1673c6225a055ecb5323ee5746cd0e43
2025-08-01,synthetic-g3,3,cache_write,aws_marketplace,api,marketplace,2346887,251,534,1.0695018550104884,0.5299625468164795,mr-1673c6225a055ecb5323ee5746cd0e43
2025-08-01,synthetic-g3,3,cache_write,aws_marketplace,claude_code,marketplace,449510,48,105,1.0678294142510734,0.5428571428571429,mr-1673c6225a055ecb5323ee5746cd0e43
2025-08-01,synthetic-g3,3,cache_write,azure_marketplace,api,marketplace,211180,23,48,1.0891182877166399,0.5208333333333333,mr-1673c6225a055ecb5323ee5746cd0e43
2025-08-01,synthetic-g3,3,cache_write,direct,agent_platform,startup_api,96452,10,22,1.036785136648281,0.5454545454545454,mr-1673c6225a055ecb5323ee5746cd0e43
2025-08-01,synthetic-g3,3,cache_write,direct,api,enterprise,418860066,44734,67989,1.067993910882877,0.3420406242186236,mr-1673c6225a055ecb5323ee5746cd0e43
2025-08-01,synthetic-g3,3,cache_write,direct,api,mid_market_api,10127963,1082,2354,1.068329337301094,0.54035683942226,mr-1673c6225a055ecb5323ee5746cd0e43
2025-08-01,synthetic-g3,3,cache_write,direct,api,startup_api,2445883,261,611,1.067099284798169,0.5728314238952537,mr-1673c6225a055ecb5323ee5746cd0e43
2025-08-01,synthetic-g3,3,cache_write,direct,claude_code,enterprise,300455302,32089,65835,1.0680124393344872,0.51258449153186,mr-1673c6225a055ecb5323ee5746cd0e43
2025-08-01,synthetic-g3,3,cache_write,direct,claude_code,mid_market_api,424696,45,100,1.059581441784241,0.55,mr-1673c6225a055ecb5323ee5746cd0e43
2025-08-01,synthetic-g3,3,cache_write,direct,claude_code,startup_api,7693543,821,1802,1.0671286298133382,0.544395116537181,mr-1673c6225a055ecb5323ee5746cd0e43
2025-08-01,synthetic-g3,3,input,aws_marketplace,api,marketplace,23448492,2003,4267,0.8542127144039796,0.5305835481603,mr-1673c6225a055ecb5323ee5746cd0e43
2025-08-01,synthetic-g3,3,input,aws_marketplace,claude_code,marketplace,4489799,384,838,0.8552721402450311,0.5417661097852029,mr-1673c6225a055ecb5323ee5746cd0e43
2025-08-01,synthetic-g3,3,input,azure_marketplace,api,marketplace,2107740,180,376,0.8539952745594808,0.5212765957446808,mr-1673c6225a055ecb5323ee5746cd0e43
2025-08-01,synthetic-g3,3,input,direct,agent_platform,startup_api,965405,82,175,0.8493844552286346,0.5314285714285714,mr-1673c6225a055ecb5323ee5746cd0e43
2025-08-01,synthetic-g3,3,input,direct,api,enterprise,4188776605,357889,543934,0.8543998254115536,0.34203598230667687,mr-1673c6225a055ecb5323ee5746cd0e43
2025-08-01,synthetic-g3,3,input,direct,api,mid_market_api,101267770,8652,18835,0.8543685715603296,0.5406424210246881,mr-1673c6225a055ecb5323ee5746cd0e43
2025-08-01,synthetic-g3,3,input,direct,api,startup_api,24452297,2089,4890,0.8543164676921763,0.57280163599182,mr-1673c6225a055ecb5323ee5746cd0e43
2025-08-01,synthetic-g3,3,input,direct,claude_code,enterprise,3004536191,256707,526679,0.8543980956826491,0.5125930595296186,mr-1673c6225a055ecb5323ee5746cd0e43
2025-08-01,synthetic-g3,3,input,direct,claude_code,mid_market_api,4250335,363,800,0.8540503277976912,0.54625,mr-1673c6225a055ecb5323ee5746cd0e43
2025-08-01,synthetic-g3,3,input,direct,claude_code,startup_api,76990624,6578,14422,0.8543897501077534,0.5438912772153655,mr-1673c6225a055ecb5323ee5746cd0e43
2025-08-01,synthetic-g3,3,output,aws_marketplace,api,marketplace,11726299,4008,8535,3.4179582151197065,0.5304042179261863,mr-1673c6225a055ecb5323ee5746cd0e43
2025-08-01,synthetic-g3,3,output,aws_marketplace,claude_code,marketplace,2245845,768,1678,3.4196482838308078,0.5423122765196663,mr-1673c6225a055ecb5323ee5746cd0e43
2025-08-01,synthetic-g3,3,output,azure_marketplace,api,marketplace,1054283,360,752,3.4146429374276166,0.5212765957446808,mr-1673c6225a055ecb5323ee5746cd0e43
2025-08-01,synthetic-g3,3,output,direct,agent_platform,startup_api,483099,165,352,3.41544900734632,0.53125,mr-1673c6225a055ecb5323ee5746cd0e43
